issue_key,issue_summary,issue_type,issue_status,issue_resolution,issue_components,issue_description,issue_priority,issue_affects_versions,issue_fix_versions,issue_labels,issue_votes,issue_watchers,issue_created_datetimetz,issue_updated_datetimetz,issue_resolution_datetimetz,issue_creator_id,issue_creator_name,issue_creator_timezone,issue_assignee_id,issue_assignee_name,issue_assignee_timezone,issue_reporter_id,issue_reporter_name,issue_reporter_timezone,project
CAMEL-406,the camel:dot plugin cannot deal with multiple camel contexts in the Spring ApplicationContext,Improvement,Done,Fixed,tooling,Ensure we can generate the DOT files for multiple camel contexts,Major,"",1.3.0,"",0,0,2008-03-28T08:46:23.000+0000,2008-05-12T12:45:34.000+0000,2008-03-28T09:36:12.000+0000,jstrachan,James Strachan,Etc/UTC,,,,jstrachan,James Strachan,Etc/UTC,camel
CAMEL-405,support pluggable delay policy in sending and consuming messages (e.g. random versus constant versus increasing/decreasing etc) along with dealing with out of order messages easily,Sub-task,Done,Won't Fix,"",,Major,"","","",0,0,2008-03-28T06:36:39.000+0000,2011-04-24T10:01:02.000+0000,2010-05-15T18:03:27.000+0000,jstrachan,James Strachan,Etc/UTC,,,,jstrachan,James Strachan,Etc/UTC,camel
CAMEL-404,Javadoc warnings,Bug,Done,Fixed,"",Get the javadoc warnings reported by the javadoc generator fixed.,Trivial,1.3.0,1.3.0,"",0,0,2008-03-28T05:51:11.000+0000,2008-05-12T07:46:39.000+0000,2008-03-30T17:15:46.000+0000,davsclaus,Claus Ibsen,Europe/Berlin,davsclaus,Claus Ibsen,Europe/Berlin,davsclaus,Claus Ibsen,Europe/Berlin,camel
CAMEL-403,Upgrade httpcore-version to latest beta version,Improvement,Done,Fixed,"","Current camel trunk 's httpcore-version is 
<httpcore-version>4.0-alpha6</httpcore-version>
httpcore has released a -beta1 version",Minor,"",1.5.0,"",0,0,2008-03-28T02:41:39.000+0000,2010-07-01T06:10:29.000+0000,2008-10-08T05:45:04.000+0000,njiang,Willem Jiang,Asia/Shanghai,hadrian,Hadrian Zbarcea,America/New_York,njiang,Willem Jiang,Asia/Shanghai,camel
CAMEL-402,"neater DSL syntax to better support polling of resources (e.g. files, HTTP etc) ",Improvement,Done,Fixed,"",see the discussion here : http://www.nabble.com/extract-xml-from-URL-and-save-to-file-tp16232121s22882p16308137.html,Major,"",2.0.0,"",2,0,2008-03-27T12:32:31.000+0000,2010-02-07T09:54:14.000+0000,2009-09-13T18:35:59.000+0000,jstrachan,James Strachan,Etc/UTC,,,,jstrachan,James Strachan,Etc/UTC,camel
CAMEL-401,header().contains() could have natural specialisation for String arguments,Improvement,Done,Fixed,camel-core,"
Filtering on a header that contains a string with a hyphen, the following works:

from(file://temp).filter(header(FileComponent.HEADER_FILE_NAME).matchesRegex("".*-.*"")).to(""mock:result"");

but contains is more natural and should also work. 

from(file://temp).filter(header(FileComponent.HEADER_FILE_NAME).contains(""-"")).to(""mock:result"");

It does not as contains() is focused on collections and reduces to checking equality on single values. A string specialisation could use string.contains.
",Major,1.2.0,1.3.0,"",0,1,2008-03-26T21:50:52.000+0000,2008-05-12T09:55:42.000+0000,2008-03-27T15:58:28.000+0000,gtully,Gary Tully,Etc/UTC,,,,gtully,Gary Tully,Etc/UTC,camel
CAMEL-400,TypeConverter to support Charset for encoding with bytes,Improvement,Done,Fixed,camel-core,"During some patches for came-mina (setting encoding option) I discovered that the camel type converters does not support a 2nd parameter such as a charset to be able to convert using bytes using a user set charset encoding.

Currently the JVM default encoding will most likely be used.",Major,1.3.0,1.5.0,"",0,0,2008-03-26T17:57:25.000+0000,2009-10-09T07:08:04.000+0000,2008-09-03T07:01:04.000+0000,davsclaus,Claus Ibsen,Europe/Berlin,njiang,Willem Jiang,Asia/Shanghai,davsclaus,Claus Ibsen,Europe/Berlin,camel
CAMEL-399,handleAll() swallows exceptions,Bug,Done,Fixed,camel-core,handleAll() section in tryBlock() swallows exceptions even if they were not catched by some handle() section so intended behavior that should mimic finally keyword from java is not accomplished.,Major,"",1.3.0,"",0,0,2008-03-26T10:40:46.000+0000,2008-05-12T12:45:34.000+0000,2008-03-27T23:01:47.000+0000,romkal,Roman Kalukiewicz,Etc/UTC,hadrian,Hadrian Zbarcea,America/New_York,romkal,Roman Kalukiewicz,Etc/UTC,camel
CAMEL-398,Map the content of a CSV file to a POJO using @annotation and .convertBodyTo(),New Feature,Done,Fixed,camel-bindy,"Hi,

It should be nice if in a next relase of Camel, it will be possible to map the content of a CSV file to a POJO using @annotation.

For the moment, I use an ArrayList + iterator (see code hereafter) to achieve the extraction of the content but I'm sure that we can simplify this code using @Annotation
and the following action (.convertBodyTo(Order<List>) by example.

Current situation

Camel route

from(""file:///c:/temp/test?noop=true"")
.unmarshal().csv()
.to(""bean:converter?methodName=TransformMessage""); --> should be replaced by something like .convertBodyTo(Order<List>)

Converter class

        public void TransformMessage(Exchange in) {
                process(in.getIn().getBody(List.class));
        }

        @SuppressWarnings(""unchecked"")
        private void process(List messages) {
               
                // Iterate through the list of messages
                for (Iterator<ArrayList> it = messages.iterator(); it.hasNext();) {

                        // Split the content of the message into field
                        message = it.next();
                        field = (String[]) message.toArray();

                        order = new Order();
                        order.setId(Integer.valueOf(field[0]).intValue());
                        order.setBank(field[1]);
                        order.setAmountFrom(Double.parseDouble(field[2]));
                        order.setAmountTo(Double.parseDouble(field[3]));
                        order.setOrderInstruction(field[4].trim());
                        this.orderService.createOrder(order);

                }
        }

Regards,

Charles
",Major,1.4.0,2.0-M1,"",0,0,2008-03-26T09:25:08.000+0000,2009-07-31T06:33:32.000+0000,2009-01-29T11:56:21.000+0000,cmoulliard,Moulliard Charles,Europe/Berlin,davsclaus,Claus Ibsen,Europe/Berlin,cmoulliard,Moulliard Charles,Europe/Berlin,camel
CAMEL-397,build fails now that the new javadoc patches have been applied,Bug,Done,Fixed,"","Not sure why - but recent changes to fix the javadoc issue seems to have broken the assembly build. Does it still work for you on windows? Maybe if you trash your .m2/repository and try again it might not?

[INFO] ------------------------------------------------------------------------
[INFO] Building Camel :: Assembly
[INFO]    task-segment: [clean, install]
[INFO] ------------------------------------------------------------------------
[INFO] artifact org.apache.maven.plugins:maven-dependency-plugin: checking for updates from maven2-repository.dev.java.net
[INFO] artifact org.apache.maven.plugins:maven-dependency-plugin: checking for updates from codehaus.repo
[INFO] artifact org.apache.maven.plugins:maven-dependency-plugin: checking for updates from open.iona.m2
[INFO] artifact org.apache.camel:maven-camel-converters: checking for updates from apache.incubating.releases
[INFO] artifact org.apache.camel:maven-camel-converters: checking for updates from maven2-repository.dev.java.net
[INFO] artifact org.apache.camel:maven-camel-converters: checking for updates from codehaus.repo
[INFO] artifact org.apache.camel:maven-camel-converters: checking for updates from open.iona.m2
[INFO] snapshot org.apache.camel:maven-camel-converters:1.3-SNAPSHOT: checking for updates from apache.incubating.releases
[INFO] snapshot org.apache.camel:maven-camel-converters:1.3-SNAPSHOT: checking for updates from apache.snapshots
[INFO] snapshot org.apache.camel:maven-camel-converters:1.3-SNAPSHOT: checking for updates from maven2-repository.dev.java.net
[INFO] snapshot org.apache.camel:maven-camel-converters:1.3-SNAPSHOT: checking for updates from codehaus.repo
[INFO] snapshot org.apache.camel:maven-camel-converters:1.3-SNAPSHOT: checking for updates from open.iona.m2
[INFO] [clean:clean]
[INFO] Deleting directory /workspace/java/camel/apache-camel/target
[INFO] [resources:resources]
[INFO] Using default encoding to copy filtered resources.
[WARNING] POM for 'org.iso_relax.verifier.jaxp.validation:isorelax-jaxp-bridge:pom:1.0:compile' is invalid. It will be ignored for artifact resolution. Reason: Not a v4.0.0 POM. for project org.iso_relax.verifier.jaxp.validation:isorelax-jaxp-bridge at /Users/jstrachan/.m2/repository/org/iso_relax/verifier/jaxp/validation/isorelax-jaxp-bridge/1.0/isorelax-jaxp-bridge-1.0.pom
[INFO] snapshot org.apache.camel:camel-groovy:1.3-SNAPSHOT: checking for updates from apache.incubating.releases
[INFO] snapshot org.apache.camel:camel-groovy:1.3-SNAPSHOT: checking for updates from apache.snapshots
[INFO] snapshot org.apache.camel:camel-groovy:1.3-SNAPSHOT: checking for updates from open.iona.m2
[INFO] snapshot org.apache.camel:camel-groovy:1.3-SNAPSHOT: checking for updates from uface.m2
[INFO] snapshot org.apache.camel:camel-mina:1.3-SNAPSHOT: checking for updates from apache.incubating.releases
[INFO] snapshot org.apache.camel:camel-mina:1.3-SNAPSHOT: checking for updates from apache.snapshots
[INFO] snapshot org.apache.camel:camel-mina:1.3-SNAPSHOT: checking for updates from open.iona.m2
[INFO] snapshot org.apache.camel:camel-mina:1.3-SNAPSHOT: checking for updates from uface.m2
[INFO] snapshot org.apache.camel:camel-ftp:1.3-SNAPSHOT: checking for updates from apache.incubating.releases
[INFO] snapshot org.apache.camel:camel-ftp:1.3-SNAPSHOT: checking for updates from apache.snapshots
[INFO] snapshot org.apache.camel:camel-ftp:1.3-SNAPSHOT: checking for updates from open.iona.m2
[INFO] snapshot org.apache.camel:camel-ftp:1.3-SNAPSHOT: checking for updates from uface.m2
[INFO] snapshot org.apache.camel:camel-mail:1.3-SNAPSHOT: checking for updates from apache.incubating.releases
[INFO] snapshot org.apache.camel:camel-mail:1.3-SNAPSHOT: checking for updates from apache.snapshots
[INFO] snapshot org.apache.camel:camel-mail:1.3-SNAPSHOT: checking for updates from open.iona.m2
[INFO] snapshot org.apache.camel:camel-mail:1.3-SNAPSHOT: checking for updates from uface.m2
[INFO] snapshot org.apache.camel:camel-bam:1.3-SNAPSHOT: checking for updates from apache.incubating.releases
[INFO] snapshot org.apache.camel:camel-bam:1.3-SNAPSHOT: checking for updates from apache.snapshots
[INFO] snapshot org.apache.camel:camel-bam:1.3-SNAPSHOT: checking for updates from open.iona.m2
[INFO] snapshot org.apache.camel:camel-bam:1.3-SNAPSHOT: checking for updates from uface.m2
[INFO] snapshot org.apache.camel:camel-msv:1.3-SNAPSHOT: checking for updates from apache.incubating.releases
[INFO] snapshot org.apache.camel:camel-msv:1.3-SNAPSHOT: checking for updates from apache.snapshots
[INFO] snapshot org.apache.camel:camel-msv:1.3-SNAPSHOT: checking for updates from open.iona.m2
[INFO] snapshot org.apache.camel:camel-msv:1.3-SNAPSHOT: checking for updates from uface.m2
[INFO] snapshot org.apache.camel:camel-velocity:1.3-SNAPSHOT: checking for updates from apache.incubating.releases
[INFO] snapshot org.apache.camel:camel-velocity:1.3-SNAPSHOT: checking for updates from apache.snapshots
[INFO] snapshot org.apache.camel:camel-velocity:1.3-SNAPSHOT: checking for updates from open.iona.m2
[INFO] snapshot org.apache.camel:camel-velocity:1.3-SNAPSHOT: checking for updates from uface.m2
[INFO] snapshot org.apache.camel:camel-xmpp:1.3-SNAPSHOT: checking for updates from apache.incubating.releases
[INFO] snapshot org.apache.camel:camel-xmpp:1.3-SNAPSHOT: checking for updates from apache.snapshots
[INFO] snapshot org.apache.camel:camel-xmpp:1.3-SNAPSHOT: checking for updates from open.iona.m2
[INFO] snapshot org.apache.camel:camel-xmpp:1.3-SNAPSHOT: checking for updates from uface.m2
[INFO] snapshot org.apache.camel:camel-ibatis:1.3-SNAPSHOT: checking for updates from apache.incubating.releases
[INFO] snapshot org.apache.camel:camel-ibatis:1.3-SNAPSHOT: checking for updates from apache.snapshots
[INFO] snapshot org.apache.camel:camel-ibatis:1.3-SNAPSHOT: checking for updates from open.iona.m2
[INFO] snapshot org.apache.camel:camel-ibatis:1.3-SNAPSHOT: checking for updates from uface.m2
[INFO] snapshot org.apache.camel:camel-quartz:1.3-SNAPSHOT: checking for updates from apache.incubating.releases
[INFO] snapshot org.apache.camel:camel-quartz:1.3-SNAPSHOT: checking for updates from apache.snapshots
[INFO] snapshot org.apache.camel:camel-quartz:1.3-SNAPSHOT: checking for updates from open.iona.m2
[INFO] snapshot org.apache.camel:camel-quartz:1.3-SNAPSHOT: checking for updates from uface.m2
[INFO] snapshot org.apache.camel:camel-atom:1.3-SNAPSHOT: checking for updates from apache.incubating.releases
[INFO] snapshot org.apache.camel:camel-atom:1.3-SNAPSHOT: checking for updates from apache.snapshots
[INFO] snapshot org.apache.camel:camel-atom:1.3-SNAPSHOT: checking for updates from open.iona.m2
[INFO] snapshot org.apache.camel:camel-atom:1.3-SNAPSHOT: checking for updates from uface.m2
[INFO] snapshot org.apache.camel:camel-jetty:1.3-SNAPSHOT: checking for updates from apache.incubating.releases
[INFO] snapshot org.apache.camel:camel-jetty:1.3-SNAPSHOT: checking for updates from apache.snapshots
[INFO] snapshot org.apache.camel:camel-jetty:1.3-SNAPSHOT: checking for updates from open.iona.m2
[INFO] snapshot org.apache.camel:camel-jetty:1.3-SNAPSHOT: checking for updates from uface.m2
[INFO] snapshot org.apache.camel:camel-ognl:1.3-SNAPSHOT: checking for updates from apache.incubating.releases
[INFO] snapshot org.apache.camel:camel-ognl:1.3-SNAPSHOT: checking for updates from apache.snapshots
[INFO] snapshot org.apache.camel:camel-ognl:1.3-SNAPSHOT: checking for updates from open.iona.m2
[INFO] snapshot org.apache.camel:camel-ognl:1.3-SNAPSHOT: checking for updates from uface.m2
[INFO] snapshot org.apache.camel:camel-saxon:1.3-SNAPSHOT: checking for updates from apache.incubating.releases
[INFO] snapshot org.apache.camel:camel-saxon:1.3-SNAPSHOT: checking for updates from apache.snapshots
[INFO] snapshot org.apache.camel:camel-saxon:1.3-SNAPSHOT: checking for updates from open.iona.m2
[INFO] snapshot org.apache.camel:camel-saxon:1.3-SNAPSHOT: checking for updates from uface.m2
[INFO] snapshot org.apache.camel:camel-xmlbeans:1.3-SNAPSHOT: checking for updates from apache.incubating.releases
[INFO] snapshot org.apache.camel:camel-xmlbeans:1.3-SNAPSHOT: checking for updates from apache.snapshots
[INFO] snapshot org.apache.camel:camel-xmlbeans:1.3-SNAPSHOT: checking for updates from open.iona.m2
[INFO] snapshot org.apache.camel:camel-xmlbeans:1.3-SNAPSHOT: checking for updates from uface.m2
[INFO] snapshot org.apache.camel:camel-script:1.3-SNAPSHOT: checking for updates from apache.incubating.releases
[INFO] snapshot org.apache.camel:camel-script:1.3-SNAPSHOT: checking for updates from apache.snapshots
[INFO] snapshot org.apache.camel:camel-script:1.3-SNAPSHOT: checking for updates from open.iona.m2
[INFO] snapshot org.apache.camel:camel-script:1.3-SNAPSHOT: checking for updates from uface.m2
[INFO] snapshot org.apache.camel:camel-rmi:1.3-SNAPSHOT: checking for updates from apache.incubating.releases
[INFO] snapshot org.apache.camel:camel-rmi:1.3-SNAPSHOT: checking for updates from apache.snapshots
[INFO] snapshot org.apache.camel:camel-rmi:1.3-SNAPSHOT: checking for updates from open.iona.m2
[INFO] snapshot org.apache.camel:camel-rmi:1.3-SNAPSHOT: checking for updates from uface.m2
[INFO] snapshot org.apache.camel:camel-jcr:1.3-SNAPSHOT: checking for updates from apache.incubating.releases
[INFO] snapshot org.apache.camel:camel-jcr:1.3-SNAPSHOT: checking for updates from apache.snapshots
[INFO] snapshot org.apache.camel:camel-jcr:1.3-SNAPSHOT: checking for updates from open.iona.m2
[INFO] snapshot org.apache.camel:camel-jcr:1.3-SNAPSHOT: checking for updates from uface.m2
[INFO] snapshot org.apache.camel:camel-josql:1.3-SNAPSHOT: checking for updates from apache.incubating.releases
[INFO] snapshot org.apache.camel:camel-josql:1.3-SNAPSHOT: checking for updates from apache.snapshots
[INFO] snapshot org.apache.camel:camel-josql:1.3-SNAPSHOT: checking for updates from open.iona.m2
[INFO] snapshot org.apache.camel:camel-josql:1.3-SNAPSHOT: checking for updates from uface.m2
[INFO] snapshot org.apache.camel:camel-jxpath:1.3-SNAPSHOT: checking for updates from apache.incubating.releases
[INFO] snapshot org.apache.camel:camel-jxpath:1.3-SNAPSHOT: checking for updates from apache.snapshots
[INFO] snapshot org.apache.camel:camel-jxpath:1.3-SNAPSHOT: checking for updates from open.iona.m2
[INFO] snapshot org.apache.camel:camel-jxpath:1.3-SNAPSHOT: checking for updates from uface.m2
[INFO] snapshot org.apache.camel:camel-xstream:1.3-SNAPSHOT: checking for updates from apache.incubating.releases
[INFO] snapshot org.apache.camel:camel-xstream:1.3-SNAPSHOT: checking for updates from apache.snapshots
[INFO] snapshot org.apache.camel:camel-xstream:1.3-SNAPSHOT: checking for updates from open.iona.m2
[INFO] snapshot org.apache.camel:camel-xstream:1.3-SNAPSHOT: checking for updates from uface.m2
[INFO] snapshot org.apache.camel:camel-csv:1.3-SNAPSHOT: checking for updates from apache.incubating.releases
[INFO] snapshot org.apache.camel:camel-csv:1.3-SNAPSHOT: checking for updates from apache.snapshots
[INFO] snapshot org.apache.camel:camel-csv:1.3-SNAPSHOT: checking for updates from open.iona.m2
[INFO] snapshot org.apache.camel:camel-csv:1.3-SNAPSHOT: checking for updates from uface.m2
[INFO] snapshot org.apache.camel:camel-jdbc:1.3-SNAPSHOT: checking for updates from apache.incubating.releases
[INFO] snapshot org.apache.camel:camel-jdbc:1.3-SNAPSHOT: checking for updates from apache.snapshots
[INFO] snapshot org.apache.camel:camel-jdbc:1.3-SNAPSHOT: checking for updates from open.iona.m2
[INFO] snapshot org.apache.camel:camel-jdbc:1.3-SNAPSHOT: checking for updates from uface.m2
[INFO] snapshot org.apache.camel:camel-jing:1.3-SNAPSHOT: checking for updates from apache.incubating.releases
[INFO] snapshot org.apache.camel:camel-jing:1.3-SNAPSHOT: checking for updates from apache.snapshots
[INFO] snapshot org.apache.camel:camel-jing:1.3-SNAPSHOT: checking for updates from open.iona.m2
[INFO] snapshot org.apache.camel:camel-jing:1.3-SNAPSHOT: checking for updates from uface.m2
[INFO] snapshot org.apache.camel:camel-jhc:1.3-SNAPSHOT: checking for updates from apache.incubating.releases
[INFO] snapshot org.apache.camel:camel-jhc:1.3-SNAPSHOT: checking for updates from apache.snapshots
[INFO] snapshot org.apache.camel:camel-jhc:1.3-SNAPSHOT: checking for updates from open.iona.m2
[INFO] snapshot org.apache.camel:camel-jhc:1.3-SNAPSHOT: checking for updates from uface.m2
[INFO] snapshot org.apache.camel:camel-stringtemplate:1.3-SNAPSHOT: checking for updates from apache.incubating.releases
[INFO] snapshot org.apache.camel:camel-stringtemplate:1.3-SNAPSHOT: checking for updates from apache.snapshots
[INFO] snapshot org.apache.camel:camel-stringtemplate:1.3-SNAPSHOT: checking for updates from open.iona.m2
[INFO] snapshot org.apache.camel:camel-stringtemplate:1.3-SNAPSHOT: checking for updates from uface.m2
[INFO] snapshot org.apache.camel:camel-stream:1.3-SNAPSHOT: checking for updates from apache.incubating.releases
[INFO] snapshot org.apache.camel:camel-stream:1.3-SNAPSHOT: checking for updates from apache.snapshots
[INFO] snapshot org.apache.camel:camel-stream:1.3-SNAPSHOT: checking for updates from open.iona.m2
[INFO] snapshot org.apache.camel:camel-stream:1.3-SNAPSHOT: checking for updates from uface.m2
[INFO] snapshot org.apache.camel:camel-jaxb:1.3-SNAPSHOT: checking for updates from apache.incubating.releases
[INFO] snapshot org.apache.camel:camel-jaxb:1.3-SNAPSHOT: checking for updates from apache.snapshots
[INFO] snapshot org.apache.camel:camel-jaxb:1.3-SNAPSHOT: checking for updates from open.iona.m2
[INFO] snapshot org.apache.camel:camel-jaxb:1.3-SNAPSHOT: checking for updates from uface.m2
[INFO] snapshot org.apache.camel:camel-jpa:1.3-SNAPSHOT: checking for updates from apache.incubating.releases
[INFO] snapshot org.apache.camel:camel-jpa:1.3-SNAPSHOT: checking for updates from apache.snapshots
[INFO] snapshot org.apache.camel:camel-jpa:1.3-SNAPSHOT: checking for updates from open.iona.m2
[INFO] snapshot org.apache.camel:camel-jpa:1.3-SNAPSHOT: checking for updates from uface.m2
[INFO] snapshot org.apache.camel:camel-irc:1.3-SNAPSHOT: checking for updates from apache.incubating.releases
[INFO] snapshot org.apache.camel:camel-irc:1.3-SNAPSHOT: checking for updates from apache.snapshots
[INFO] snapshot org.apache.camel:camel-irc:1.3-SNAPSHOT: checking for updates from open.iona.m2
[INFO] snapshot org.apache.camel:camel-irc:1.3-SNAPSHOT: checking for updates from uface.m2
[INFO] snapshot org.apache.camel:camel-cxf:1.3-SNAPSHOT: checking for updates from apache.incubating.releases
[INFO] snapshot org.apache.camel:camel-cxf:1.3-SNAPSHOT: checking for updates from apache.snapshots
[INFO] snapshot org.apache.camel:camel-cxf:1.3-SNAPSHOT: checking for updates from open.iona.m2
[INFO] snapshot org.apache.camel:camel-cxf:1.3-SNAPSHOT: checking for updates from uface.m2
[INFO] [compiler:compile]
[INFO] No sources to compile
[INFO] [resources:testResources]
[INFO] Using default encoding to copy filtered resources.
[WARNING] POM for 'org.iso_relax.verifier.jaxp.validation:isorelax-jaxp-bridge:pom:1.0:compile' is invalid. It will be ignored for artifact resolution. Reason: Not a v4.0.0 POM. for project org.iso_relax.verifier.jaxp.validation:isorelax-jaxp-bridge at /Users/jstrachan/.m2/repository/org/iso_relax/verifier/jaxp/validation/isorelax-jaxp-bridge/1.0/isorelax-jaxp-bridge-1.0.pom
[INFO] [compiler:testCompile]
[INFO] Not compiling test sources
[WARNING] POM for 'org.iso_relax.verifier.jaxp.validation:isorelax-jaxp-bridge:pom:1.0:compile' is invalid. It will be ignored for artifact resolution. Reason: Not a v4.0.0 POM. for project org.iso_relax.verifier.jaxp.validation:isorelax-jaxp-bridge at /Users/jstrachan/.m2/repository/org/iso_relax/verifier/jaxp/validation/isorelax-jaxp-bridge/1.0/isorelax-jaxp-bridge-1.0.pom
[INFO] [surefire:test]
[INFO] Tests are skipped.
[WARNING] POM for 'org.iso_relax.verifier.jaxp.validation:isorelax-jaxp-bridge:pom:1.0:compile' is invalid. It will be ignored for artifact resolution. Reason: Not a v4.0.0 POM. for project org.iso_relax.verifier.jaxp.validation:isorelax-jaxp-bridge at /Users/jstrachan/.m2/repository/org/iso_relax/verifier/jaxp/validation/isorelax-jaxp-bridge/1.0/isorelax-jaxp-bridge-1.0.pom
[INFO] [jar:jar]
[INFO] Building jar: /workspace/java/camel/apache-camel/target/apache-camel-1.3-SNAPSHOT.jar
[INFO] [dependency:unpack {execution: unpack-camel-core-javadoc}]
[INFO] Configured Artifact: org.apache.camel:camel-core:javadoc:1.3-SNAPSHOT:jar
[INFO] Unpacking /Users/jstrachan/.m2/repository/org/apache/camel/camel-core/1.3-SNAPSHOT/camel-core-1.3-SNAPSHOT-javadoc.jarto
 /workspace/java/camel/apache-camel/target/javadoc/camel-core
with Includes null and excludes:null
[INFO] [dependency:unpack {execution: unpack-camel-spring-javadoc}]
[INFO] Configured Artifact: org.apache.camel:camel-spring:javadoc:1.3-SNAPSHOT:jar
Downloading: http://people.apache.org/repo/m2-incubating-repository/org/apache/camel/camel-spring/1.3-SNAPSHOT/camel-spring-1.3-SNAPSHOT-javadoc.jar
Downloading: http://people.apache.org/repo/m2-snapshot-repository/org/apache/camel/camel-spring/1.3-SNAPSHOT/camel-spring-1.3-SNAPSHOT-javadoc.jar
Downloading: http://repo.open.iona.com/maven2/org/apache/camel/camel-spring/1.3-SNAPSHOT/camel-spring-1.3-SNAPSHOT-javadoc.jar
Downloading: http://uface.googlecode.com/svn/maven//org/apache/camel/camel-spring/1.3-SNAPSHOT/camel-spring-1.3-SNAPSHOT-javadoc.jar
[INFO] ------------------------------------------------------------------------
[ERROR] BUILD ERROR
[INFO] ------------------------------------------------------------------------
[INFO] Failed to resolve artifact.

GroupId: org.apache.camel
ArtifactId: camel-spring
Version: 1.3-SNAPSHOT

Reason: Unable to download the artifact from any repository

Try downloading the file manually from the project website.

Then, install it using the command: 
    mvn install:install-file -DgroupId=org.apache.camel -DartifactId=camel-spring -Dversion=1.3-SNAPSHOT -Dclassifier=javadoc -Dpackaging=jar -Dfile=/path/to/file

Alternatively, if you host your own repository you can deploy the file there: 
    mvn deploy:deploy-file -DgroupId=org.apache.camel -DartifactId=camel-spring -Dversion=1.3-SNAPSHOT -Dclassifier=javadoc -Dpackaging=jar -Dfile=/path/to/file -Durl=[url] -DrepositoryId=[id]


  org.apache.camel:camel-spring:jar:1.3-SNAPSHOT

from the specified remote repositories:
  central (http://repo1.maven.org/maven2),
  apache.snapshots (http://people.apache.org/repo/m2-snapshot-repository),
  uface.m2 (http://uface.googlecode.com/svn/maven/),
  open.iona.m2 (http://repo.open.iona.com/maven2),
  apache.incubating.releases (http://people.apache.org/repo/m2-incubating-repository)",Major,"",1.3.0,"",0,0,2008-03-25T18:42:19.000+0000,2008-05-12T12:45:34.000+0000,2008-03-28T02:21:23.000+0000,jstrachan,James Strachan,Etc/UTC,njiang,Willem Jiang,Asia/Shanghai,jstrachan,James Strachan,Etc/UTC,camel
CAMEL-396,camel-mina: option to set connector timeout (will default to 60 seconds now),New Feature,Done,Fixed,camel-mina,"The timeout option on camel-mina is currently only used for sending and receiving over the wire.

When a MinaProducer is opening the connection it will use Apache MINA connector timeout (SocketConnectorConfig) that has a default value of 60 seconds.
We might need to align this timeout value with our existing timeout option for one single option. Or introduce a new option to set a different timeout for establishing the connection.

This applies only for MinaProducer for TCP and UDP protocols.

I am inclined to set it to use the default camel-mina timeout of 30 seconds or the user provided option if anyone given.
Any thoughts?",Minor,1.3.0,1.4.0,"",0,0,2008-03-24T15:07:04.000+0000,2008-05-12T07:46:39.000+0000,2008-05-10T13:28:25.000+0000,davsclaus,Claus Ibsen,Europe/Berlin,davsclaus,Claus Ibsen,Europe/Berlin,davsclaus,Claus Ibsen,Europe/Berlin,camel
CAMEL-395,MinaProducer waits for MINA worker thread to timeout when stopping JVM from standalone client,Improvement,Done,Fixed,camel-mina,"I was working on a camel-mina-example sample that starts a MinaProducer to send data to a TCP server. When my sample terminates the JVM it waits 60 seconds until the MINA worker threads times out (default 60 sec).

As a workaround using System.exit(0) will terminate my client JVM immediately. 
And running my client as a JUnit tests will also in fact terminate the JVM immediately.

The code below demonstrates this: Running as JUnit runs within a few seconds. Run it as a standard java main app and it terminates after 60+ seconds
The code is a test I am working on for the patch to fix it. (I got it fixed but I want a better unit test)

{code}
public class MinaProducerTest extends ContextTestSupport {

    public static void main(String[] args) throws Exception {
        MinaProducerTest test = new MinaProducerTest();
        test.producerRunningFromMain();
    }

    private void producerRunningFromMain() throws Exception {
        long start = System.currentTimeMillis();
        System.out.println(""+++ start +++"");
        context = new DefaultCamelContext();
        context.addRoutes(createRouteBuilder());
        context.start();
        testProducer();
        context.stop();
        System.out.println(""+++ stop +++"");
        long end = System.currentTimeMillis();
        assertTrue(""Should stop within 5 seconds"", end - start < 5000);
        // TODO: add shutdown hook to verify that its stopped before 5 seconds, or mocks        
    }

    private static final String uri = ""mina:tcp://localhost:6321?textline=true"";

    protected RouteBuilder createRouteBuilder() {
        return new RouteBuilder() {
            public void configure() {
                from(uri).to(""mock:result"");
            }
        };
    }
    public void testProducer() throws Exception {
        MockEndpoint mock = getMockEndpoint(""mock:result"");
        mock.expectedBodiesReceived(""Hello World"");

        Endpoint endpoint = context.getEndpoint(uri);
        Producer producer = endpoint.createProducer();

        Exchange exchange = endpoint.createExchange();
        exchange.getIn().setBody(""Hello World"");

        producer.start();
        producer.process(exchange);
        producer.stop();

        assertMockEndpointsSatisifed();
    }

    // TODO: Test using mocks requires many codelines to mock all the producer, endpoints etc.

}
{code}",Major,1.3.0,1.3.0,"",0,0,2008-03-24T09:22:12.000+0000,2008-03-26T05:11:04.000+0000,2008-03-26T05:11:04.000+0000,davsclaus,Claus Ibsen,Europe/Berlin,davsclaus,Claus Ibsen,Europe/Berlin,davsclaus,Claus Ibsen,Europe/Berlin,camel
